Customer_ID,Age,Tenure_Months,Subscription_Plan,Billing_Frequency,Monthly_Charges,Login_Count_30D,Login_Count_7D,Usage_Minutes_30D,Usage_Minutes_7D,Avg_Session_Minutes_30D,Avg_Session_Minutes_7D,Support_Tickets,Open_Tickets,Avg_Resolution_Hours,Payment_Delays,Discount_Percent,NPS_Score,Days_Since_Last_Login,Churn
CUST10622,30.0,48,Premium,Monthly,1203.16,17,4,218,128,13.7,9.8,3,2,8.5,2,0,60.0,9,1
CUST10623,57.0,22,Standard,Annual,724.88,16,9,230,159,15.5,13.2,2,1,2.8,0,20,52.0,8,0
CUST10624,59.0,4,Basic,Monthly,415.79,13,10,218,160,11.4,11.0,2,1,25.5,1,0,60.0,11,1
CUST10625,26.0,5,Standard,Monthly,742.39,17,6,219,35,14.5,9.4,3,2,40.8,2,10,27.0,12,1
CUST10626,44.0,37,Premium,Monthly,1263.09,12,8,224,218,22.4,20.6,2,0,70.4,0,5,16.0,9,1
CUST10627,19.0,41,Basic,Quarterly,394.53,19,13,206,201,22.8,22.5,3,1,20.2,1,0,22.0,13,0
CUST10628,22.0,13,Premium,Annual,1259.25,13,9,216,181,9.6,8.5,1,0,17.0,0,0,23.0,8,0
CUST10629,46.0,34,Standard,Monthly,694.32,8,6,216,212,19.9,18.5,2,0,14.0,0,5,41.0,8,1
CUST10630,54.0,45,Standard,Monthly,660.53,21,15,240,225,17.6,18.1,0,0,17.9,0,0,12.0,11,0
CUST10631,55.0,22,Basic,Annual,377.4,12,6,229,42,24.3,19.0,4,1,14.6,1,0,69.0,8,0
CUST10632,36.0,23,Basic,Monthly,413.68,11,5,268,153,16.4,8.5,4,0,7.8,2,0,55.0,4,1
CUST10633,25.0,3,Premium,Quarterly,1258.68,12,10,237,134,10.6,9.2,2,1,6.3,0,5,20.0,8,0
CUST10634,65.0,42,Basic,Monthly,399.08,13,14,239,152,15.1,15.4,2,1,48.6,0,10,37.0,9,0
CUST10635,62.0,34,Standard,Monthly,661.95,14,15,222,225,10.8,11.6,3,1,12.2,0,5,20.0,10,0
CUST10636,18.0,32,Standard,Quarterly,778.43,16,12,235,200,4.5,4.4,0,0,17.1,0,15,43.0,7,0
CUST10637,39.0,45,Basic,Quarterly,320.09,11,3,240,69,17.7,9.1,3,1,55.8,0,10,21.0,9,1
CUST10638,34.0,21,Basic,Monthly,362.3,16,16,245,198,21.1,23.2,2,2,12.3,1,15,96.0,10,0
CUST10639,24.0,46,Standard,Monthly,748.1,17,6,212,115,19.1,11.1,1,0,8.5,0,5,2.0,6,1
CUST10640,42.0,44,Premium,Annual,1296.16,14,4,236,140,10.3,5.1,3,2,29.3,1,0,10.0,10,0
CUST10641,62.0,21,Standard,Monthly,725.44,16,14,209,191,9.9,10.0,4,1,35.4,1,5,36.0,5,0
CUST10642,21.0,44,Standard,Annual,712.74,12,4,243,94,19.3,10.5,2,0,4.7,0,10,44.0,7,0
CUST10643,53.0,11,Basic,Monthly,383.0,14,10,214,152,28.2,26.0,2,0,54.1,1,5,45.0,5,0
CUST10644,23.0,39,Standard,Monthly,729.14,16,8,235,122,25.8,15.3,3,1,13.7,2,5,65.0,13,0
CUST10645,48.0,4,Standard,Annual,706.12,17,3,229,66,16.2,11.0,1,1,14.9,0,20,53.0,9,1
CUST10646,36.0,1,Premium,Quarterly,1157.5,12,7,234,221,19.3,18.3,1,1,10.2,2,0,19.0,6,0
CUST10647,61.0,28,Standard,Monthly,682.01,19,19,217,194,23.5,20.1,3,2,7.4,1,10,69.0,8,0
CUST10648,56.0,24,Standard,Quarterly,651.29,11,6,199,76,17.1,10.2,1,1,28.2,2,5,58.0,7,1
CUST10649,44.0,35,Basic,Monthly,399.75,25,15,232,132,9.9,10.6,1,0,10.3,2,5,77.0,15,0
CUST10650,27.0,13,Premium,Monthly,1207.9,19,11,224,138,3.0,2.9,0,0,23.0,1,0,43.0,9,0
CUST10651,43.0,47,Basic,Annual,488.89,17,14,223,187,19.1,19.6,4,2,12.1,0,10,69.0,7,0
CUST10652,36.0,34,Basic,Quarterly,366.14,16,5,238,70,16.8,9.0,2,0,3.0,1,10,-10.0,3,1
CUST10653,56.0,11,Standard,Quarterly,689.06,18,11,219,224,7.8,7.6,5,2,15.1,1,0,30.0,6,0
CUST10654,20.0,36,Standard,Monthly,768.25,13,8,240,215,9.4,9.1,1,0,24.1,1,10,19.0,6,1
CUST10655,62.0,17,Standard,Monthly,798.28,13,4,231,83,16.4,10.9,4,1,2.2,1,5,60.0,19,0
CUST10656,30.0,35,Standard,Monthly,725.11,14,5,239,84,14.7,9.9,1,0,31.5,2,0,24.0,6,1
CUST10657,45.0,18,Standard,Monthly,685.05,18,13,231,225,26.6,25.9,2,1,11.9,1,15,66.0,5,0
CUST10658,37.0,40,Basic,Quarterly,372.98,13,5,228,89,26.5,20.0,6,1,4.9,1,10,62.0,6,1
CUST10659,45.0,22,Premium,Monthly,1097.63,9,7,217,190,12.9,11.1,5,0,5.7,0,15,27.0,5,0
CUST10660,25.0,24,Standard,Annual,647.97,17,4,238,87,27.0,20.8,1,1,11.8,1,0,48.0,5,0
CUST10661,58.0,19,Standard,Monthly,704.59,18,18,233,141,27.7,23.6,1,0,21.5,0,15,37.0,8,0
CUST10662,56.0,37,Standard,Monthly,689.05,14,8,239,138,19.8,18.2,2,0,38.0,1,0,45.0,12,0
CUST10663,18.0,39,Basic,Monthly,433.29,12,4,248,133,12.4,5.8,2,1,23.2,1,0,61.0,4,1
CUST10664,20.0,21,Standard,Monthly,688.26,22,20,253,185,18.7,17.4,1,1,15.1,2,0,34.0,9,0
CUST10665,30.0,8,Standard,Monthly,659.07,19,18,221,196,5.2,5.2,0,0,3.8,2,0,1.0,7,0
CUST10666,45.0,28,Basic,Annual,417.77,10,3,228,34,14.5,6.7,4,1,31.8,0,0,57.0,10,1
CUST10667,42.0,5,Standard,Monthly,836.79,12,12,219,227,19.6,17.9,4,2,29.9,0,0,69.0,6,1
CUST10668,50.0,17,Premium,Annual,1181.55,12,11,220,215,20.3,17.7,1,0,19.6,0,0,0.0,10,0
CUST10669,55.0,37,Standard,Monthly,706.64,12,8,214,171,15.3,13.6,1,1,40.4,1,15,41.0,4,1
CUST10670,23.0,36,Premium,Annual,1245.58,14,3,235,86,18.4,10.9,2,1,6.5,0,10,19.0,4,0
CUST10671,61.0,19,Basic,Monthly,367.56,9,6,204,181,11.9,12.6,5,2,45.3,0,10,70.0,8,0
CUST10672,62.0,27,Basic,Annual,469.0,14,9,234,142,26.4,23.1,0,0,27.8,0,5,72.0,6,0
CUST10673,49.0,34,Basic,Monthly,312.15,19,13,249,261,26.7,27.2,1,1,36.2,0,0,22.0,10,1
CUST10674,62.0,11,Standard,Quarterly,676.58,17,14,254,206,22.3,23.3,1,1,12.0,1,0,9.0,9,0
CUST10675,64.0,45,Basic,Annual,381.88,19,10,246,85,16.4,13.6,0,0,25.8,3,0,48.0,10,0
CUST10676,38.0,47,Basic,Monthly,407.31,13,10,240,248,13.1,13.3,3,0,4.4,0,5,14.0,7,0
CUST10677,33.0,12,Premium,Monthly,1090.57,18,13,223,188,23.1,23.6,4,1,43.4,0,0,63.0,5,0
CUST10678,38.0,21,Premium,Monthly,1273.4,10,1,229,65,19.1,9.1,2,1,51.5,1,10,39.0,6,0
CUST10679,28.0,11,Standard,Annual,721.78,21,11,212,62,12.0,8.0,1,0,12.5,0,5,82.0,7,0
CUST10680,54.0,39,Basic,Monthly,460.76,17,3,222,124,24.4,14.4,2,2,35.7,0,10,83.0,8,0
CUST10681,53.0,28,Basic,Monthly,487.72,9,6,242,229,15.3,14.0,3,0,21.4,0,20,81.0,10,0
CUST10682,52.0,5,Basic,Monthly,358.27,15,13,214,123,12.8,12.6,1,0,17.8,0,15,52.0,7,1
CUST10683,36.0,17,Standard,Monthly,561.81,17,13,234,183,23.7,20.5,3,0,16.5,0,10,18.0,9,0
CUST10684,37.0,20,Premium,Annual,1262.05,15,14,212,214,13.3,12.4,0,0,15.4,0,0,5.0,6,0
CUST10685,35.0,41,Standard,Monthly,683.25,10,6,228,238,18.8,20.1,3,1,28.5,1,0,57.0,8,0
CUST10686,64.0,46,Basic,Quarterly,336.68,14,9,219,141,25.7,25.3,2,0,20.4,1,10,59.0,15,1
CUST10687,58.0,12,Standard,Annual,672.2049999999999,15,5,218,126,25.1,20.0,1,1,4.6,1,0,49.0,6,0
CUST10688,31.0,6,Basic,Monthly,534.5,23,20,233,145,20.0,18.4,2,0,7.1,1,0,9.0,8,0
CUST10689,32.0,17,Standard,Quarterly,693.01,20,9,251,59,11.0,5.2,0,0,41.0,1,5,22.0,6,0
CUST10690,48.0,19,Standard,Monthly,751.31,20,20,235,162,15.0,13.7,4,1,10.5,1,0,44.0,7,1
CUST10691,18.0,26,Standard,Quarterly,644.69,18,11,220,227,32.5,34.4,1,1,33.6,0,15,27.0,6,0
CUST10692,20.0,48,Basic,Monthly,306.23,18,14,231,207,23.7,26.0,1,1,12.0,0,5,23.0,9,0
CUST10693,33.0,44,Basic,Quarterly,449.27,7,5,217,163,16.6,16.3,3,0,2.4,1,5,18.0,10,0
CUST10694,40.0,44,Premium,Monthly,1229.03,18,15,228,157,10.4,9.1,2,0,3.2,2,10,39.0,12,0
CUST10695,28.0,32,Basic,Monthly,373.39,14,13,229,153,6.6,6.8,3,1,8.2,0,0,37.0,9,0
CUST10696,29.0,6,Basic,Monthly,492.84,13,13,201,179,25.3,27.0,3,1,7.8,1,20,21.0,4,0
CUST10697,27.0,36,Basic,Monthly,301.95,18,5,228,95,25.4,16.2,2,0,15.2,1,0,42.0,9,1
CUST10698,49.0,38,Basic,Quarterly,331.35,14,12,244,226,17.8,17.9,0,0,6.3,0,15,48.0,6,0
CUST10699,33.0,11,Standard,Monthly,669.14,17,17,207,200,15.5,15.2,1,1,66.9,0,15,51.0,6,0
CUST10700,25.0,33,Premium,Quarterly,1179.4,18,4,217,36,24.8,14.8,0,0,27.0,2,0,18.0,4,1
CUST10701,55.0,24,Basic,Monthly,479.59,7,3,217,34,9.1,4.5,0,0,9.2,0,5,34.0,7,0
CUST10702,29.0,23,Standard,Quarterly,701.71,19,19,241,224,30.0,30.4,2,0,18.3,2,10,42.0,8,0
CUST10703,41.0,15,Standard,Monthly,688.39,14,11,209,137,22.4,23.0,5,2,30.1,0,20,45.0,9,0
CUST10704,45.0,27,Standard,Monthly,629.15,19,17,238,225,10.5,10.8,0,0,49.6,2,0,9.0,12,0
CUST10705,25.0,11,Premium,Monthly,1258.76,12,9,232,165,22.7,22.5,3,1,17.0,0,5,33.0,3,0
CUST10706,45.0,17,Premium,Quarterly,1136.48,12,8,211,221,13.9,14.2,3,1,20.0,1,10,57.0,5,0
CUST10707,53.0,14,Basic,Monthly,328.9,8,7,244,180,10.0,10.1,6,3,15.9,1,0,27.0,8,1
CUST10708,43.0,27,Standard,Annual,676.99,11,7,226,157,22.7,19.9,1,0,51.0,1,15,51.0,13,0
CUST10709,25.0,18,Standard,Annual,707.98,16,12,220,147,11.4,12.2,2,1,22.3,1,0,42.0,9,1
CUST10710,45.0,28,Premium,Monthly,1159.39,12,12,250,220,10.0,10.0,0,0,19.9,0,5,31.0,1,0
CUST10711,45.0,47,Standard,Quarterly,737.89,9,4,237,39,20.9,12.9,2,0,22.6,0,0,74.0,7,1
CUST10712,54.0,47,Premium,Monthly,1183.44,17,10,220,226,17.4,16.3,2,0,9.8,0,0,34.0,5,0
CUST10713,58.0,4,Standard,Monthly,756.9,17,15,234,163,24.1,26.0,2,0,19.2,0,5,37.0,7,1
CUST10714,53.0,7,Basic,Quarterly,426.78,14,10,214,149,16.2,15.8,3,2,18.7,1,0,30.0,7,0
CUST10715,44.0,45,Standard,Quarterly,797.53,14,11,220,126,15.7,16.0,3,0,37.4,2,20,79.0,4,1
CUST10716,34.0,35,Premium,Quarterly,1174.68,13,10,217,146,5.8,6.3,2,0,17.2,0,10,77.0,6,0
CUST10717,26.0,48,Premium,Monthly,1245.42,14,8,218,166,21.0,22.7,2,0,10.8,0,15,71.0,7,0
CUST10718,50.0,9,Basic,Monthly,300.73,19,10,217,159,17.9,18.1,3,1,14.1,0,5,64.0,6,0
CUST10719,37.0,8,Standard,Monthly,858.04,11,11,244,168,25.1,22.4,4,1,13.1,0,5,20.0,9,0
CUST10720,30.0,45,Basic,Quarterly,442.67,20,10,243,48,22.6,19.1,1,0,6.9,2,10,31.0,7,1
CUST10721,45.0,17,Basic,Monthly,382.7,10,8,219,153,20.0,21.9,0,0,26.0,0,0,23.0,6,0
CUST10722,65.0,17,Standard,Quarterly,684.75,12,12,247,232,13.6,11.9,2,1,43.9,0,5,68.0,9,0
CUST10723,46.0,33,Basic,Monthly,385.41,14,13,203,156,15.5,14.9,1,0,22.6,0,5,100.0,7,0
CUST10724,30.0,32,Premium,Monthly,1300.2,10,6,195,136,21.3,21.0,4,1,46.7,0,5,59.0,9,0
CUST10725,63.0,8,Basic,Monthly,448.42,12,10,227,159,17.7,15.4,2,1,63.3,0,5,84.0,7,1
CUST10726,52.0,19,Premium,Monthly,1174.62,17,16,245,203,26.5,23.8,1,1,1.2,1,10,53.0,9,0
CUST10727,23.0,38,Basic,Monthly,330.87,17,15,213,149,25.9,25.5,0,0,6.0,0,0,50.0,7,0
CUST10728,35.0,3,Basic,Annual,464.79,22,20,220,190,16.5,18.0,2,1,4.7,1,0,27.0,5,0
CUST10729,22.0,5,Basic,Annual,445.12,11,9,220,230,18.6,15.9,0,0,48.2,2,15,57.0,6,0
CUST10730,64.0,13,Basic,Monthly,437.85,16,10,218,124,13.2,14.3,4,2,10.9,0,10,65.0,9,1
CUST10731,42.0,47,Basic,Monthly,394.39,12,2,229,107,17.4,10.5,4,1,4.9,1,0,68.0,9,1
CUST10732,19.0,46,Basic,Monthly,382.52,16,14,226,145,23.7,25.2,2,1,5.7,3,5,45.0,8,0
CUST10733,27.0,31,Standard,Annual,791.69,13,11,231,179,14.7,13.9,1,0,14.9,2,0,47.0,8,0
CUST10734,47.0,16,Basic,Monthly,496.8,10,1,256,90,15.8,7.5,1,1,23.9,1,5,40.0,5,1
CUST10735,62.0,32,Standard,Annual,734.21,20,12,260,205,11.0,10.4,2,1,14.7,0,5,28.0,15,0
CUST10736,22.0,22,Standard,Monthly,752.34,22,20,242,245,14.6,15.9,1,1,22.0,1,0,64.0,12,0
CUST10737,50.0,29,Premium,Monthly,1211.99,13,8,230,128,21.7,21.3,2,0,8.4,1,10,-5.0,13,0
CUST10738,18.0,22,Premium,Annual,1123.65,16,7,218,127,16.6,11.1,1,0,15.8,1,0,0.0,9,1
CUST10739,35.0,43,Standard,Monthly,645.11,18,17,251,234,11.1,10.2,1,1,22.0,1,0,28.0,9,0
CUST10740,49.0,3,Basic,Monthly,462.04,14,11,224,141,19.3,18.6,0,0,49.1,0,0,10.0,11,0
CUST10741,64.0,10,Basic,Monthly,469.05,17,11,238,140,17.7,19.3,3,0,16.1,0,10,69.0,15,0
CUST10742,28.0,42,Premium,Monthly,1256.98,21,16,198,171,24.7,24.5,2,1,23.3,0,5,31.0,9,0
CUST10743,38.0,21,Basic,Monthly,418.03,14,12,229,127,17.2,17.6,0,0,14.0,1,5,64.0,10,1
CUST10744,43.0,16,Basic,Quarterly,459.02,15,12,209,199,12.0,10.5,2,0,5.2,0,10,75.0,6,0
CUST10745,42.0,12,Basic,Quarterly,395.8,12,12,201,117,23.8,25.4,1,0,23.6,2,0,44.0,6,0
CUST10746,39.0,2,Basic,Monthly,433.18,13,9,222,180,12.2,12.0,3,0,21.3,0,5,50.0,16,0
CUST10747,44.0,41,Basic,Annual,387.74,15,13,242,223,10.2,11.0,3,1,41.5,0,0,73.0,8,0
CUST10748,30.0,24,Standard,Monthly,640.88,21,13,221,148,11.8,11.3,0,0,18.6,0,0,67.0,8,0
CUST10749,50.0,35,Basic,Monthly,446.55,12,9,224,135,14.3,14.6,1,1,47.4,0,5,-10.0,8,0
CUST10750,42.0,30,Standard,Monthly,769.13,15,14,235,150,6.7,6.4,4,1,31.8,0,0,32.0,9,0
CUST10751,58.0,30,Basic,Monthly,535.07,11,7,244,238,7.6,6.8,2,0,20.0,0,10,55.0,1,1
CUST10752,52.0,47,Basic,Monthly,413.52,11,9,226,204,22.7,20.8,2,2,25.1,2,5,47.0,8,1
CUST10753,18.0,35,Premium,Annual,1141.37,13,8,210,136,17.0,14.7,1,0,12.1,0,0,17.0,9,0
CUST10754,38.0,19,Basic,Monthly,380.94,22,13,242,220,17.0,16.3,1,0,35.0,1,5,-1.0,6,0
CUST10755,65.0,8,Premium,Monthly,1191.53,15,12,249,225,17.7,17.9,3,1,31.2,0,0,57.0,10,0
CUST10756,23.0,26,Standard,Monthly,707.17,16,5,229,114,21.4,10.1,1,0,13.5,1,10,21.0,7,1
CUST10757,45.0,40,Basic,Quarterly,424.9,14,7,225,116,13.1,10.6,0,0,27.0,2,5,39.0,8,1
CUST10758,34.0,7,Premium,Annual,1218.96,20,20,206,202,21.4,20.6,2,1,25.6,0,10,46.0,7,0
CUST10759,22.0,30,Basic,Monthly,441.74,8,5,232,179,18.7,18.4,3,1,16.0,2,0,38.0,9,1
CUST10760,48.0,7,Premium,Monthly,1209.86,12,7,257,257,12.3,11.0,2,1,33.2,2,0,19.0,5,1
CUST10761,22.0,3,Basic,Monthly,276.61,12,8,207,123,21.7,21.3,2,1,17.2,1,0,40.0,6,0
CUST10762,55.0,1,Premium,Monthly,1211.49,10,6,215,137,18.3,17.3,2,0,18.6,0,0,28.0,10,0
CUST10763,20.0,36,Basic,Monthly,403.77,14,2,216,75,11.7,8.3,2,0,22.9,1,20,83.0,5,1
CUST10764,40.0,25,Standard,Monthly,729.26,16,15,232,223,12.2,12.1,3,2,74.3,1,10,47.0,6,1
CUST10765,54.0,37,Standard,Monthly,679.12,22,18,241,169,20.9,18.5,5,2,90.2,0,0,100.0,6,0
CUST10766,54.0,1,Premium,Monthly,1211.29,14,10,246,209,24.1,25.9,1,0,7.5,0,0,9.0,11,0
CUST10767,27.0,15,Premium,Monthly,1229.59,20,20,223,165,19.7,21.3,5,2,3.9,1,0,34.0,4,0
CUST10768,27.0,37,Premium,Annual,1190.2,20,15,227,126,23.3,23.7,3,0,27.0,2,0,34.0,8,0
CUST10769,36.0,13,Premium,Annual,1236.17,13,8,239,135,25.4,23.5,2,1,33.4,0,0,23.0,5,0
CUST10770,34.0,40,Basic,Monthly,402.86,13,9,208,120,16.6,16.8,1,1,54.5,0,0,33.0,10,0
CUST10771,38.0,8,Basic,Monthly,407.62,11,7,219,186,19.0,19.0,2,1,19.3,0,10,30.0,9,0
CUST10772,31.0,5,Basic,Monthly,238.25,20,16,279,192,22.0,20.9,3,1,22.9,0,5,18.0,10,0
CUST10773,26.0,9,Standard,Monthly,636.09,12,3,248,71,11.1,8.6,6,2,8.1,0,5,87.0,10,1
CUST10774,63.0,1,Standard,Quarterly,636.24,10,8,225,230,24.2,21.6,2,1,15.6,2,10,40.0,8,0
CUST10775,18.0,36,Standard,Monthly,710.9,15,13,230,140,26.2,23.7,1,1,14.1,1,0,65.0,8,0
CUST10776,62.0,35,Basic,Annual,468.94,17,4,234,61,13.6,7.0,5,2,37.0,1,0,67.0,5,1
CUST10777,30.0,2,Standard,Annual,692.49,10,2,225,129,35.2,19.6,0,0,15.3,0,0,78.0,7,1
CUST10778,21.0,40,Basic,Monthly,445.66,13,8,244,154,22.8,21.5,1,0,11.0,0,5,17.0,8,0
CUST10779,18.0,23,Basic,Monthly,434.65,15,9,220,145,17.1,15.0,2,1,23.8,0,15,74.0,11,1
CUST10780,57.0,9,Standard,Monthly,706.69,19,2,258,74,5.5,3.2,0,0,18.3,1,15,40.0,8,0
CUST10781,49.0,34,Standard,Monthly,730.57,12,8,211,170,17.4,16.6,3,2,20.9,1,5,93.0,10,1
CUST10782,51.0,46,Standard,Monthly,712.53,13,8,217,176,20.5,18.6,2,1,5.4,0,5,55.0,6,0
CUST10783,45.0,14,Standard,Monthly,691.17,15,12,239,198,19.8,18.5,1,0,12.1,0,20,43.0,9,1
CUST10784,48.0,4,Basic,Annual,420.51,15,11,229,235,10.1,9.2,3,1,17.0,1,5,73.0,6,0
CUST10785,25.0,30,Standard,Monthly,778.56,20,4,233,105,14.0,7.4,3,1,28.2,1,15,71.0,6,1
CUST10786,56.0,31,Basic,Monthly,425.0,19,13,214,199,22.1,22.3,1,0,37.7,0,5,10.0,11,1
CUST10787,43.0,38,Standard,Quarterly,710.99,11,11,231,154,21.6,23.2,3,2,21.2,0,0,61.0,10,0
CUST10788,51.0,11,Standard,Quarterly,650.74,17,16,224,165,23.7,24.2,2,0,13.6,1,15,82.0,3,0
CUST10789,20.0,35,Basic,Monthly,476.87,13,8,238,142,18.7,16.7,1,0,16.9,0,0,54.0,4,0
CUST10790,29.0,8,Basic,Annual,321.61,15,12,210,162,17.8,18.5,2,2,18.6,0,10,18.0,10,0
CUST10791,18.0,3,Premium,Monthly,1105.17,17,14,247,235,21.1,18.9,3,0,15.3,2,0,67.0,16,1
CUST10792,61.0,14,Premium,Monthly,1219.43,21,19,213,128,18.6,18.4,3,1,18.4,0,15,59.0,9,0
CUST10793,22.0,13,Standard,Monthly,650.56,12,10,254,175,8.8,7.7,1,0,20.6,0,0,36.0,8,0
CUST10794,47.0,45,Basic,Monthly,458.9,8,3,245,40,27.1,19.7,1,1,15.6,1,0,30.0,7,0
CUST10795,47.0,32,Basic,Annual,306.4,14,10,214,129,23.5,22.7,3,1,10.8,1,0,59.0,9,0
CUST10796,34.0,34,Standard,Quarterly,751.9,13,5,228,136,20.5,10.7,4,0,19.2,2,5,19.0,8,1
CUST10797,65.0,45,Premium,Annual,1244.15,17,17,222,209,9.8,9.1,0,0,28.8,1,10,47.0,5,0
CUST10798,64.0,19,Basic,Monthly,405.49,14,10,214,207,23.0,21.5,5,1,8.1,0,10,72.0,9,1
CUST10799,40.0,38,Standard,Monthly,583.52,15,9,233,196,15.4,16.0,7,2,34.8,0,0,80.0,11,0
CUST10800,32.0,16,Basic,Monthly,304.22,18,11,238,191,23.0,21.4,3,1,40.8,4,0,29.0,5,1
CUST10801,54.0,2,Premium,Monthly,1212.2,20,20,252,172,21.3,20.7,1,0,36.1,0,5,2.0,10,1
CUST10802,38.0,40,Standard,Quarterly,686.2,14,12,238,209,16.0,16.6,3,2,96.2,1,5,24.0,6,1
CUST10803,31.0,17,Standard,Quarterly,739.0,15,14,238,184,24.3,21.9,5,0,8.7,0,15,62.0,9,0
CUST10804,19.0,34,Basic,Monthly,395.25,19,18,212,220,10.8,11.4,3,1,5.0,1,5,23.0,6,0
CUST10805,28.0,42,Standard,Monthly,690.47,14,13,218,225,18.3,19.4,5,3,8.8,1,15,69.0,11,0
CUST10806,56.0,16,Basic,Monthly,265.55,21,17,230,231,28.0,30.7,4,1,7.5,1,0,23.0,9,1
CUST10807,55.0,38,Basic,Monthly,444.23,20,13,234,171,20.9,20.1,5,2,16.1,1,15,28.0,3,1
CUST10808,51.0,2,Premium,Monthly,1163.3,10,6,227,167,23.5,22.1,3,0,17.0,1,0,38.0,9,1
CUST10809,55.0,2,Premium,Monthly,1177.1,18,15,204,199,18.5,18.9,3,2,37.9,0,10,66.0,8,0
CUST10810,51.0,26,Premium,Monthly,1140.16,15,11,222,203,17.9,15.5,2,0,16.7,3,5,2.0,9,0
CUST10811,35.0,13,Standard,Monthly,614.28,18,5,225,70,10.7,8.2,4,2,7.7,1,15,49.0,8,1
CUST10812,47.0,47,Premium,Monthly,1279.97,10,8,237,163,17.1,15.9,3,1,29.1,1,0,49.0,6,0
CUST10813,32.0,31,Basic,Monthly,442.75,12,10,249,241,22.0,22.8,2,1,21.9,0,10,17.0,4,0
CUST10814,44.0,34,Basic,Quarterly,443.66,17,10,236,198,11.4,10.1,2,0,18.7,1,15,51.0,6,0
CUST10815,51.0,39,Basic,Monthly,387.09,11,6,232,179,12.2,12.3,3,1,16.8,1,10,38.0,4,0
CUST10816,55.0,3,Standard,Annual,603.41,8,7,217,213,20.5,18.8,1,1,38.6,1,5,14.0,5,0
CUST10817,50.0,8,Standard,Monthly,814.61,11,7,246,184,23.0,23.3,2,2,22.1,1,10,40.0,7,0
CUST10818,41.0,23,Basic,Monthly,422.23,8,7,227,199,30.1,29.0,4,1,66.0,0,0,16.0,11,0
CUST10819,32.0,14,Standard,Monthly,706.52,12,10,230,180,16.4,14.4,0,0,25.4,0,0,26.0,12,0
CUST10820,47.0,27,Premium,Monthly,1179.25,19,20,246,208,16.5,15.1,4,0,8.5,1,0,64.0,8,0
CUST10821,59.0,29,Standard,Annual,586.55,20,5,217,113,23.0,10.4,2,1,21.7,0,10,34.0,8,1
CUST10822,34.0,39,Basic,Monthly,461.79,23,7,242,89,21.4,17.0,2,2,17.2,0,0,63.0,7,1
CUST10823,22.0,39,Basic,Annual,340.83,16,4,222,53,16.5,7.5,2,2,11.2,0,0,38.0,3,0
CUST10824,46.0,1,Basic,Annual,429.06,14,9,246,196,17.8,19.4,1,0,7.9,0,15,18.0,7,0
CUST10825,21.0,17,Basic,Monthly,441.4,14,5,243,137,14.2,8.3,1,0,19.4,0,10,54.0,8,1
CUST10826,27.0,41,Standard,Monthly,717.38,13,12,225,159,11.1,11.7,0,0,25.8,0,10,56.0,4,0
CUST10827,34.0,30,Standard,Quarterly,724.85,19,16,233,231,17.2,18.8,3,1,37.0,1,5,11.0,10,0
CUST10828,27.0,13,Standard,Monthly,773.04,11,9,223,168,27.1,26.7,2,0,18.1,0,10,70.0,17,0
CUST10829,34.0,21,Standard,Quarterly,655.42,12,1,228,84,13.7,8.1,3,1,9.3,1,5,80.0,9,1
CUST10830,37.0,19,Premium,Monthly,1208.05,13,12,226,134,9.4,10.2,0,0,73.6,0,0,58.0,11,1
CUST10831,41.0,19,Basic,Monthly,386.62,12,8,228,148,12.0,12.3,2,0,18.6,1,5,44.0,8,0
CUST10832,22.0,25,Standard,Monthly,597.82,17,16,244,227,21.2,23.1,4,3,16.1,1,5,92.0,9,0
CUST10833,51.0,22,Premium,Monthly,1214.75,14,12,225,125,20.6,20.8,3,1,6.1,2,0,55.0,9,0
CUST10834,23.0,31,Basic,Annual,467.82,15,11,210,217,25.6,26.7,2,0,27.1,0,0,47.0,6,0
CUST10835,19.0,17,Basic,Monthly,474.7,14,8,219,141,24.4,26.1,0,0,34.9,1,15,84.0,7,0
CUST10836,30.0,23,Premium,Annual,1301.16,14,9,226,226,19.8,20.6,1,1,0.8,0,10,82.0,10,0
CUST10837,60.0,32,Basic,Monthly,301.45,7,1,236,63,21.9,13.7,4,1,55.0,0,15,6.0,7,1
CUST10838,60.0,10,Standard,Monthly,788.57,15,14,235,196,13.5,13.1,2,1,41.3,0,10,29.0,8,0
CUST10839,65.0,10,Basic,Monthly,409.17,10,8,230,136,22.1,23.4,2,2,14.7,0,5,57.0,10,0
CUST10840,28.0,36,Standard,Monthly,787.03,25,20,236,173,17.3,18.1,3,1,6.4,1,0,73.0,6,0
CUST10841,64.0,8,Basic,Monthly,377.29,17,15,226,142,23.1,21.8,1,1,7.4,1,0,13.0,3,1
CUST10842,40.0,20,Basic,Monthly,369.81,16,13,234,190,20.5,20.0,2,1,11.4,2,0,43.0,10,1
CUST10843,33.0,32,Standard,Annual,632.16,13,2,210,96,15.2,9.0,2,2,11.3,2,0,32.0,10,0
CUST10844,48.0,14,Basic,Monthly,441.68,14,10,238,215,11.4,9.8,1,0,33.7,0,5,60.0,10,0
CUST10845,28.0,28,Standard,Monthly,727.3,8,8,242,239,15.0,13.7,4,3,23.1,0,15,28.0,14,0
CUST10846,33.0,46,Basic,Annual,337.56,11,10,248,194,19.1,17.4,0,0,12.3,0,15,-10.0,17,0
